S/N,Date,Branch,Pizza Sold,Price,Quantity,Sales Discount,Time,Time Range
4536,2020-09-29,France,Meatzaa,2000,5,0.05,10:56:38.400000,After 9:00am
4537,2022-05-07,France,Chicken Feast,2000,5,0.0,17:12:28.800000,After 9:00am
4538,2021-09-21,France,Hot Pepperoni Feast,4000,5,0.03,09:44:38.400000,After 9:00am
4539,2020-07-24,France,Chicken Suya,4000,1,0.05,08:00:57.600000,After 9:00am
4540,2020-06-01,France,BBQ Philly Steak,4000,5,0.03,14:15:21.600000,After 9:00am
4541,2020-02-29,England,Pepperoni Feast,4000,4,0.0,10:07:40.800000,After 9:00am
4542,2020-10-20,England,Meatzaa,2000,5,0.05,13:50:52.800000,After 9:00am
4543,2020-03-19,Germany,Pepperoni Feast,4000,3,0.05,09:08:38.400000,After 9:00am
4544,2021-08-18,Italy,Chicken Suya,4000,3,0.0,09:12:57.600000,After 9:00am
4545,2021-06-29,Germany,Veggie Supreme,3000,5,0.05,08:34:04.800000,After 9:00am
4546,2020-01-31,France,Extravaganza,2000,3,0.1,15:24:28.800000,After 9:00am
4547,2020-10-24,England,Chicken Suya,4000,4,0.05,17:15:21.600000,After 9:00am
4548,2021-03-10,Germany,Beef Suya,3000,1,0.0,14:02:24,After 9:00am
4549,2022-05-15,England,BBQ Philly Steak,4000,4,0.1,12:07:12,After 9:00am
4550,2022-01-25,Germany,Extravaganza,2000,5,0.1,13:53:45.600000,After 9:00am
4551,2020-02-11,England,Chicken Suya,4000,4,0.03,17:12:28.800000,After 9:00am
4552,2020-02-01,Germany,BBQ Philly Steak,4000,4,0.1,16:49:26.400000,After 9:00am
4553,2020-02-13,Spain,BBQ Philly Steak,4000,2,0.03,10:59:31.200000,After 9:00am
4554,2021-08-23,France,Chicken Suya,4000,5,0.03,10:04:48,After 9:00am
4555,2021-08-10,Italy,Chicken Feast,2000,1,0.0,13:29:16.800000,After 9:00am
4556,2021-06-15,Germany,Chicken Legend,2000,5,0.05,16:03:21.600000,After 9:00am
4557,2021-09-29,Spain,Chicken Feast,2000,3,0.05,17:38:24,After 9:00am
4558,2022-01-26,France,Beef Suya,3000,4,0.03,08:48:28.800000,After 9:00am
4559,2020-06-19,England,Meatzaa,2000,2,0.03,13:04:48,After 9:00am
4560,2020-04-07,Germany,Extravaganza,2000,2,0.03,08:41:16.800000,After 9:00am
4561,2020-01-14,England,Pepperoni Suya,3000,5,0.05,10:42:14.400000,After 9:00am
4562,2021-12-13,Germany,Meatzaa,2000,1,0.05,12:57:36,After 9:00am
4563,2022-05-11,England,Italiano,3000,1,0.07,09:56:09.600000,After 9:00am
4564,2021-04-22,England,Pepperoni Feast,4000,5,0.05,13:55:12,After 9:00am
4565,2021-12-21,England,Hot Pepperoni Feast,4000,4,0.05,09:15:50.400000,After 9:00am
4566,2020-03-11,Germany,Margarita,4000,5,0.05,11:22:33.600000,After 9:00am
4567,2022-01-17,England,BBQ Philly Steak,4000,5,0.1,15:40:19.200000,After 9:00am
4568,2020-11-08,France,Chicken Suya,4000,1,0.05,12:11:31.200000,After 9:00am
4569,2020-08-19,Germany,Chicken Suya,4000,3,0.05,15:14:24,After 9:00am
4570,2022-04-06,Spain,Beef Suya,3000,3,0.0,17:21:07.200000,After 9:00am
4571,2020-02-12,Spain,Margarita,4000,5,0.1,14:13:55.200000,After 9:00am
4572,2020-03-26,Germany,Hot Pepperoni Feast,4000,5,0.05,13:45:07.200000,After 9:00am
4573,2022-04-18,Germany,Extravaganza,2000,4,0.05,08:57:07.200000,After 9:00am
4574,2021-02-19,Germany,Hot Pepperoni Feast,4000,5,0.05,09:14:24,After 9:00am
4575,2020-01-25,Germany,BBQ Philly Steak,4000,2,0.07,15:28:48,After 9:00am
4576,2020-05-07,France,Chicken Legend,2000,1,0.03,08:38:24,After 9:00am
4577,2022-04-05,Germany,Pepperoni Feast,4000,3,0.05,13:49:26.400000,After 9:00am
4578,2021-06-16,Italy,Pepperoni Feast,4000,5,0.0,14:51:21.600000,After 9:00am
4579,2022-03-21,England,Chicken Suya,4000,3,0.05,09:15:50.400000,After 9:00am
4580,2021-02-25,France,Beef Suya,3000,2,0.05,08:52:48,After 9:00am
4581,2020-09-09,Italy,Pepperoni Feast,4000,5,0.05,17:31:12,After 9:00am
4582,2020-01-08,France,Extravaganza,2000,3,0.03,11:45:36,After 9:00am
4583,2021-07-19,Italy,Hot Veggie,4000,4,0.1,08:00:57.600000,After 9:00am
4584,2020-11-17,England,Chicken Legend,2000,4,0.0,17:38:24,After 9:00am
4585,2021-02-07,Germany,Chicken Feast,2000,4,0.03,11:16:48,After 9:00am
4586,2021-11-17,Spain,Margarita,4000,5,0.1,16:53:45.600000,After 9:00am
4587,2021-11-22,Germany,Chicken Legend,2000,4,0.07,10:50:52.800000,After 9:00am
4588,2020-11-11,England,Veggie Supreme,3000,1,0.1,14:00:57.600000,After 9:00am
4589,2020-07-01,France,Pepperoni Feast,4000,1,0.0,13:35:02.400000,After 9:00am
4590,2021-01-28,Germany,Italiano,3000,2,0.03,14:13:55.200000,After 9:00am
4591,2021-01-09,Italy,Pepperoni Feast,4000,1,0.0,11:44:09.600000,After 9:00am
4592,2022-03-15,England,Italiano,3000,1,0.03,15:33:07.200000,After 9:00am
4593,2020-07-10,Spain,Chicken Bali,2000,1,0.03,08:58:33.600000,After 9:00am
4594,2020-11-18,France,BBQ Chicken,4000,5,0.0,11:49:55.200000,After 9:00am
4595,2020-03-14,England,Chicken Feast,2000,5,0.03,15:53:16.800000,After 9:00am
4596,2020-01-04,France,Chicken Suya,4000,2,0.0,09:34:33.600000,After 9:00am
4597,2021-07-25,Italy,Pepperoni Feast,4000,3,0.0,16:39:21.600000,After 9:00am
4598,2021-03-20,Spain,Chicken Bali,2000,1,0.1,15:14:24,After 9:00am
4599,2020-01-16,Italy,Pepperoni Suya,3000,3,0.07,15:24:28.800000,After 9:00am
4600,2020-10-28,Italy,Chicken Suya,4000,4,0.0,08:51:21.600000,After 9:00am
4601,2020-09-24,Italy,Chicken Feast,2000,3,0.0,16:53:45.600000,After 9:00am
4602,2020-06-27,Italy,Beef Suya,3000,5,0.0,16:39:21.600000,After 9:00am
4603,2020-05-01,France,Veggie Supreme,3000,2,0.03,15:31:40.800000,After 9:00am
4604,2021-01-10,Italy,Hot Pepperoni Feast,4000,4,0.07,11:58:33.600000,After 9:00am
4605,2021-09-15,Spain,Chicken Bali,2000,2,0.0,16:53:45.600000,After 9:00am
4606,2021-10-28,England,Chicken Bali,2000,5,0.03,16:09:07.200000,After 9:00am
4607,2020-10-14,Germany,Veggie Supreme,3000,2,0.1,08:00:57.600000,After 9:00am
4608,2021-06-18,France,Italiano,3000,4,0.03,11:05:16.800000,After 9:00am
4609,2021-02-09,Germany,Pepperoni Suya,3000,1,0.05,14:35:31.200000,After 9:00am
4610,2020-04-25,France,Beef Suya,3000,4,0.05,10:46:33.600000,After 9:00am
4611,2020-04-11,France,Italiano,3000,2,0.07,12:12:57.600000,After 9:00am
4612,2021-02-08,Spain,Extravaganza,2000,4,0.03,11:52:48,After 9:00am
4613,2022-04-12,Spain,Pepperoni Suya,3000,4,0.03,09:46:04.800000,After 9:00am
4614,2021-10-03,England,BBQ Philly Steak,4000,1,0.03,13:29:16.800000,After 9:00am
4615,2022-04-19,England,Chicken Feast,2000,5,0.03,09:38:52.800000,After 9:00am
4616,2021-06-01,France,Pepperoni Suya,3000,3,0.05,13:49:26.400000,After 9:00am
4617,2022-06-23,Italy,Chicken Bali,2000,5,0.0,08:18:14.400000,After 9:00am
4618,2021-05-17,France,Italiano,3000,3,0.05,17:31:12,After 9:00am
4619,2021-10-23,Germany,Veggie Supreme,3000,1,0.05,14:47:02.400000,After 9:00am
4620,2021-06-08,France,Margarita,4000,3,0.05,17:03:50.400000,After 9:00am
4621,2020-08-24,Spain,Pepperoni Suya,3000,1,0.05,13:16:19.200000,After 9:00am
4622,2021-06-14,Italy,Chicken Feast,2000,1,0.03,17:57:07.200000,After 9:00am
4623,2021-01-21,Italy,Margarita,4000,4,0.0,08:05:16.800000,After 9:00am
4624,2021-05-14,Italy,Hot Veggie,4000,1,0.0,09:27:21.600000,After 9:00am
4625,2021-12-01,Spain,Margarita,4000,1,0.0,15:15:50.400000,After 9:00am
4626,2022-03-04,France,Extravaganza,2000,4,0.0,14:21:07.200000,After 9:00am
4627,2022-01-24,Spain,Meatzaa,2000,2,0.05,17:09:36,After 9:00am
4628,2021-11-08,Italy,BBQ Philly Steak,4000,1,0.07,17:15:21.600000,After 9:00am
4629,2020-01-21,Spain,Extravaganza,2000,4,0.0,08:25:26.400000,After 9:00am
4630,2021-08-15,Germany,BBQ Philly Steak,4000,4,0.05,15:31:40.800000,After 9:00am
4631,2022-05-28,England,Hot Veggie,4000,3,0.05,15:01:26.400000,After 9:00am
4632,2022-02-05,Italy,Hot Pepperoni Feast,4000,1,0.05,13:39:21.600000,After 9:00am
4633,2021-03-12,Germany,Chicken Suya,4000,5,0.0,15:54:43.200000,After 9:00am
4634,2022-03-15,Germany,Pepperoni Feast,4000,1,0.0,10:24:57.600000,After 9:00am
4635,2021-03-11,Germany,Chicken Legend,2000,3,0.03,15:37:26.400000,After 9:00am
4636,2022-02-21,Spain,Extravaganza,2000,3,0.0,15:04:19.200000,After 9:00am
4637,2021-12-07,Italy,Extravaganza,2000,3,0.03,09:02:52.800000,After 9:00am
4638,2022-03-20,England,Pepperoni Suya,3000,3,0.05,17:42:43.200000,After 9:00am
4639,2021-10-23,Italy,Hot Pepperoni Feast,4000,2,0.03,10:04:48,After 9:00am
4640,2020-11-14,England,Chicken Legend,2000,4,0.05,08:13:55.200000,After 9:00am
4641,2020-03-12,England,Hot Pepperoni Feast,4000,3,0.07,08:19:40.800000,After 9:00am
4642,2021-10-27,Italy,Chicken Legend,2000,5,0.0,10:09:07.200000,After 9:00am
4643,2022-06-14,France,Extravaganza,2000,5,0.05,08:02:24,After 9:00am
4644,2021-12-11,France,Extravaganza,2000,3,0.07,16:22:04.800000,After 9:00am
4645,2022-02-09,Italy,BBQ Chicken,4000,5,0.0,12:30:14.400000,After 9:00am
4646,2020-04-07,Spain,Veggie Supreme,3000,5,0.03,09:38:52.800000,After 9:00am
4647,2020-04-29,Italy,Chicken Feast,2000,2,0.05,14:52:48,After 9:00am
4648,2021-07-21,Italy,Margarita,4000,4,0.03,10:33:36,After 9:00am
4649,2020-09-10,Italy,Pepperoni Feast,4000,2,0.07,11:35:31.200000,After 9:00am
4650,2020-01-17,Italy,Chicken Bali,2000,2,0.03,17:34:04.800000,After 9:00am
4651,2020-10-05,Italy,Chicken Feast,2000,1,0.05,15:08:38.400000,After 9:00am
4652,2022-06-10,France,Italiano,3000,2,0.03,15:02:52.800000,After 9:00am
4653,2020-05-08,England,Hot Pepperoni Feast,4000,3,0.05,10:37:55.200000,After 9:00am
4654,2020-10-15,Spain,BBQ Philly Steak,4000,5,0.05,15:47:31.200000,After 9:00am
4655,2020-01-09,Germany,BBQ Chicken,4000,2,0.07,10:14:52.800000,After 9:00am
4656,2021-03-07,France,Margarita,4000,1,0.03,11:41:16.800000,After 9:00am
4657,2020-08-31,Italy,Chicken Bali,2000,5,0.05,16:40:48,After 9:00am
4658,2020-12-27,France,Chicken Bali,2000,1,0.05,08:28:19.200000,After 9:00am
4659,2021-11-05,Italy,Meatzaa,2000,1,0.0,12:53:16.800000,After 9:00am
4660,2020-10-05,Germany,Chicken Suya,4000,5,0.05,13:48:00,After 9:00am
4661,2022-05-10,England,Beef Suya,3000,4,0.0,15:24:28.800000,After 9:00am
4662,2021-10-26,Italy,Chicken Legend,2000,2,0.03,17:29:45.600000,After 9:00am
4663,2021-07-10,Italy,Chicken Bali,2000,1,0.03,13:16:19.200000,After 9:00am
4664,2022-06-12,England,Hot Veggie,4000,2,0.05,09:34:33.600000,After 9:00am
4665,2021-12-12,Italy,Hot Veggie,4000,2,0.05,11:49:55.200000,After 9:00am
4666,2021-01-25,England,Extravaganza,2000,1,0.03,11:34:04.800000,After 9:00am
4667,2021-01-25,Italy,Veggie Supreme,3000,2,0.1,08:51:21.600000,After 9:00am
4668,2020-02-10,Italy,Hot Pepperoni Feast,4000,2,0.0,11:12:28.800000,After 9:00am
4669,2021-06-20,Italy,Meatzaa,2000,3,0.05,13:56:38.400000,After 9:00am
4670,2021-04-01,Italy,Chicken Legend,2000,4,0.0,14:48:28.800000,After 9:00am
4671,2022-04-13,England,Chicken Bali,2000,1,0.0,16:53:45.600000,After 9:00am
4672,2021-08-24,Spain,Margarita,4000,2,0.0,10:42:14.400000,After 9:00am
4673,2020-11-08,Italy,Italiano,3000,5,0.05,10:59:31.200000,After 9:00am
4674,2022-01-29,Spain,Hot Veggie,4000,5,0.0,12:21:36,After 9:00am
4675,2022-03-30,Germany,Chicken Suya,4000,2,0.0,12:04:19.200000,After 9:00am
4676,2021-05-19,Spain,Pepperoni Suya,3000,1,0.05,17:21:07.200000,After 9:00am
4677,2021-02-11,France,Beef Suya,3000,1,0.03,13:00:28.800000,After 9:00am
4678,2022-05-22,Germany,Margarita,4000,3,0.1,13:14:52.800000,After 9:00am
4679,2021-05-21,Italy,BBQ Chicken,4000,3,0.03,11:16:48,After 9:00am
4680,2022-03-19,Italy,Pepperoni Suya,3000,5,0.07,17:57:07.200000,After 9:00am
4681,2021-08-13,Italy,Chicken Bali,2000,1,0.07,09:10:04.800000,After 9:00am
4682,2021-09-24,England,Meatzaa,2000,5,0.0,14:49:55.200000,After 9:00am
4683,2021-08-10,Spain,Italiano,3000,5,0.1,10:43:40.800000,After 9:00am
4684,2021-08-18,England,BBQ Chicken,4000,1,0.0,15:44:38.400000,After 9:00am
4685,2021-07-28,France,Pepperoni Feast,4000,5,0.03,17:02:24,After 9:00am
4686,2021-03-23,France,Chicken Suya,4000,1,0.1,11:47:02.400000,After 9:00am
4687,2021-06-16,Germany,Chicken Legend,2000,4,0.0,08:52:48,After 9:00am
4688,2020-12-10,France,Hot Veggie,4000,4,0.0,11:54:14.400000,After 9:00am
4689,2020-07-20,England,Meatzaa,2000,3,0.0,11:35:31.200000,After 9:00am
4690,2022-05-10,Germany,Extravaganza,2000,2,0.05,08:31:12,After 9:00am
4691,2021-07-01,England,Chicken Legend,2000,2,0.07,15:04:19.200000,After 9:00am
4692,2020-10-03,Germany,Chicken Bali,2000,3,0.1,09:38:52.800000,After 9:00am
4693,2022-03-28,Spain,Beef Suya,3000,5,0.0,15:01:26.400000,After 9:00am
4694,2020-12-02,Spain,Italiano,3000,5,0.1,10:37:55.200000,After 9:00am
4695,2020-10-12,France,BBQ Chicken,4000,3,0.0,08:15:21.600000,After 9:00am
4696,2021-07-12,Spain,Chicken Legend,2000,2,0.05,17:54:14.400000,After 9:00am
4697,2022-03-02,Spain,Chicken Legend,2000,3,0.05,12:01:26.400000,After 9:00am
4698,2020-09-04,England,Veggie Supreme,3000,4,0.07,09:01:26.400000,After 9:00am
4699,2022-04-09,England,Italiano,3000,4,0.03,12:21:36,After 9:00am
4700,2020-06-12,Spain,Veggie Supreme,3000,3,0.03,11:11:02.400000,After 9:00am
4701,2022-03-23,England,Pepperoni Suya,3000,1,0.1,15:50:24,After 9:00am
4702,2022-04-22,Italy,Veggie Supreme,3000,3,0.0,12:57:36,After 9:00am
4703,2020-09-14,France,Chicken Legend,2000,3,0.0,08:28:19.200000,After 9:00am
4704,2020-03-05,Spain,Hot Veggie,4000,2,0.03,08:49:55.200000,After 9:00am
4705,2020-05-15,France,Veggie Supreme,3000,3,0.1,14:35:31.200000,After 9:00am
4706,2021-07-07,Italy,Pepperoni Suya,3000,2,0.0,10:52:19.200000,After 9:00am
4707,2020-10-28,Spain,Chicken Suya,4000,3,0.0,14:48:28.800000,After 9:00am
4708,2021-03-09,Germany,Hot Pepperoni Feast,4000,4,0.0,13:04:48,After 9:00am
4709,2020-04-17,France,Hot Pepperoni Feast,4000,3,0.03,14:24:00,After 9:00am
4710,2021-11-23,Germany,Pepperoni Suya,3000,4,0.0,15:43:12,After 9:00am
4711,2022-03-17,France,Chicken Suya,4000,3,0.03,08:34:04.800000,After 9:00am
4712,2022-03-09,Italy,Chicken Feast,2000,3,0.05,08:16:48,After 9:00am
4713,2022-05-09,Germany,Hot Veggie,4000,2,0.05,12:37:26.400000,After 9:00am
4714,2021-12-23,Italy,Pepperoni Feast,4000,3,0.05,12:20:09.600000,After 9:00am
4715,2020-06-06,Spain,Hot Pepperoni Feast,4000,1,0.05,13:20:38.400000,After 9:00am
4716,2021-06-11,France,Beef Suya,3000,3,0.0,10:56:38.400000,After 9:00am
4717,2022-06-07,England,Chicken Suya,4000,4,0.05,12:17:16.800000,After 9:00am
4718,2020-07-31,Germany,BBQ Chicken,4000,2,0.05,13:32:09.600000,After 9:00am
4719,2021-12-19,France,Hot Pepperoni Feast,4000,5,0.03,17:15:21.600000,After 9:00am
4720,2021-09-16,Spain,BBQ Chicken,4000,1,0.03,16:43:40.800000,After 9:00am
4721,2021-08-12,England,BBQ Philly Steak,4000,5,0.05,14:44:09.600000,After 9:00am
4722,2020-02-27,Italy,Extravaganza,2000,5,0.0,11:55:40.800000,After 9:00am
4723,2021-07-02,Germany,Veggie Supreme,3000,3,0.0,09:34:33.600000,After 9:00am
4724,2021-06-13,Spain,Beef Suya,3000,2,0.05,15:08:38.400000,After 9:00am
4725,2022-02-06,France,Chicken Feast,2000,5,0.05,09:46:04.800000,After 9:00am
4726,2020-03-05,England,Extravaganza,2000,3,0.03,12:18:43.200000,After 9:00am
4727,2022-06-25,France,Pepperoni Suya,3000,5,0.0,12:05:45.600000,After 9:00am
4728,2021-07-13,France,Veggie Supreme,3000,2,0.05,14:13:55.200000,After 9:00am
4729,2022-02-28,Spain,Pepperoni Feast,4000,4,0.03,09:34:33.600000,After 9:00am
4730,2022-05-10,Italy,Italiano,3000,5,0.0,14:54:14.400000,After 9:00am
4731,2020-02-19,Italy,Margarita,4000,3,0.05,15:18:43.200000,After 9:00am
4732,2020-05-29,France,Italiano,3000,3,0.0,17:34:04.800000,After 9:00am
4733,2020-02-26,Germany,Pepperoni Suya,3000,2,0.07,11:38:24,After 9:00am
4734,2022-04-23,Germany,BBQ Philly Steak,4000,5,0.1,11:35:31.200000,After 9:00am
4735,2020-12-04,Spain,Meatzaa,2000,2,0.05,15:56:09.600000,After 9:00am
4736,2020-12-13,Germany,Chicken Suya,4000,1,0.0,14:35:31.200000,After 9:00am
4737,2020-11-23,Germany,BBQ Chicken,4000,1,0.03,17:18:14.400000,After 9:00am
4738,2021-12-19,Germany,Chicken Bali,2000,5,0.05,12:34:33.600000,After 9:00am
4739,2021-04-05,Italy,Extravaganza,2000,3,0.0,09:53:16.800000,After 9:00am
4740,2021-05-12,England,Chicken Bali,2000,2,0.05,09:02:52.800000,After 9:00am
4741,2022-03-10,Germany,Margarita,4000,4,0.07,14:57:07.200000,After 9:00am
4742,2020-02-29,Spain,Chicken Suya,4000,1,0.05,12:34:33.600000,After 9:00am
4743,2021-01-12,England,Chicken Legend,2000,3,0.03,12:51:50.400000,After 9:00am
4744,2020-05-24,Germany,Chicken Bali,2000,3,0.07,15:34:33.600000,After 9:00am
4745,2020-08-17,Spain,Veggie Supreme,3000,2,0.05,10:16:19.200000,After 9:00am
4746,2021-09-01,Spain,Chicken Feast,2000,4,0.03,08:51:21.600000,After 9:00am
4747,2020-02-01,England,Hot Pepperoni Feast,4000,3,0.1,10:13:26.400000,After 9:00am
4748,2021-02-05,England,Chicken Suya,4000,5,0.1,10:01:55.200000,After 9:00am
4749,2022-02-28,Italy,Margarita,4000,4,0.03,11:36:57.600000,After 9:00am
4750,2021-08-21,France,Veggie Supreme,3000,2,0.07,14:48:28.800000,After 9:00am
4751,2022-02-25,Italy,Italiano,3000,1,0.05,09:01:26.400000,After 9:00am
4752,2021-12-30,Italy,Beef Suya,3000,4,0.0,15:59:02.400000,After 9:00am
4753,2020-10-22,Italy,Chicken Feast,2000,3,0.1,09:02:52.800000,After 9:00am
4754,2020-02-29,Spain,Pepperoni Feast,4000,2,0.05,09:23:02.400000,After 9:00am
4755,2020-11-05,Italy,Hot Pepperoni Feast,4000,1,0.03,09:47:31.200000,After 9:00am
4756,2020-12-01,Spain,BBQ Philly Steak,4000,3,0.05,17:05:16.800000,After 9:00am
4757,2020-04-27,Germany,BBQ Chicken,4000,1,0.0,13:12:00,After 9:00am
4758,2021-10-21,Italy,Hot Pepperoni Feast,4000,4,0.05,14:52:48,After 9:00am
4759,2020-01-19,England,Italiano,3000,5,0.03,12:20:09.600000,After 9:00am
4760,2022-03-27,Spain,Hot Pepperoni Feast,4000,4,0.03,13:42:14.400000,After 9:00am
4761,2020-07-11,Germany,Beef Suya,3000,2,0.03,11:00:57.600000,After 9:00am
4762,2021-11-11,Germany,Meatzaa,2000,5,0.0,11:28:19.200000,After 9:00am
4763,2020-09-22,France,Meatzaa,2000,2,0.1,13:22:04.800000,After 9:00am
4764,2022-01-27,France,Veggie Supreme,3000,5,0.0,17:28:19.200000,After 9:00am
4765,2022-01-22,England,Hot Pepperoni Feast,4000,2,0.1,15:17:16.800000,After 9:00am
4766,2021-10-29,England,Beef Suya,3000,2,0.0,11:06:43.200000,After 9:00am
4767,2020-09-05,Germany,Pepperoni Suya,3000,1,0.05,17:15:21.600000,After 9:00am
4768,2021-09-29,England,Chicken Legend,2000,2,0.03,13:32:09.600000,After 9:00am
4769,2020-12-26,Spain,Hot Pepperoni Feast,4000,5,0.03,08:42:43.200000,After 9:00am
4770,2021-12-28,Spain,Beef Suya,3000,4,0.0,13:12:00,After 9:00am
4771,2021-09-20,England,Hot Veggie,4000,2,0.05,12:08:38.400000,After 9:00am
4772,2020-04-10,England,Chicken Feast,2000,2,0.05,17:15:21.600000,After 9:00am
4773,2020-10-03,Germany,Hot Pepperoni Feast,4000,1,0.1,17:15:21.600000,After 9:00am
4774,2022-05-03,France,Hot Pepperoni Feast,4000,5,0.03,09:30:14.400000,After 9:00am
4775,2021-05-09,England,BBQ Chicken,4000,5,0.05,09:18:43.200000,After 9:00am
4776,2020-07-28,Italy,Margarita,4000,4,0.1,17:06:43.200000,After 9:00am
4777,2022-06-16,England,Meatzaa,2000,5,0.07,11:55:40.800000,After 9:00am
4778,2020-10-30,Italy,Chicken Legend,2000,3,0.07,15:37:26.400000,After 9:00am
4779,2021-07-21,Spain,Extravaganza,2000,2,0.03,12:31:40.800000,After 9:00am
4780,2021-06-01,Germany,Margarita,4000,5,0.05,11:28:19.200000,After 9:00am
4781,2022-06-09,Spain,Margarita,4000,1,0.0,15:02:52.800000,After 9:00am
4782,2020-12-16,England,Beef Suya,3000,3,0.1,11:16:48,After 9:00am
4783,2021-08-27,France,Pepperoni Suya,3000,3,0.05,08:00:57.600000,After 9:00am
4784,2020-04-24,France,Italiano,3000,3,0.03,09:56:09.600000,After 9:00am
4785,2021-04-23,France,Chicken Suya,4000,3,0.05,10:04:48,After 9:00am
4786,2022-03-01,Germany,Extravaganza,2000,2,0.0,13:43:40.800000,After 9:00am
4787,2021-03-14,Italy,Chicken Suya,4000,4,0.05,16:37:55.200000,After 9:00am
4788,2021-03-27,England,Extravaganza,2000,4,0.05,09:07:12,After 9:00am
4789,2021-09-08,Spain,Chicken Suya,4000,3,0.05,08:49:55.200000,After 9:00am
4790,2021-10-28,France,BBQ Philly Steak,4000,4,0.03,11:45:36,After 9:00am
4791,2020-12-24,Germany,BBQ Chicken,4000,5,0.0,16:00:28.800000,After 9:00am
4792,2020-01-31,Italy,Chicken Legend,2000,1,0.0,09:17:16.800000,After 9:00am
4793,2020-07-16,England,Pepperoni Feast,4000,2,0.1,13:56:38.400000,After 9:00am
4794,2020-05-14,Spain,Italiano,3000,4,0.05,13:30:43.200000,After 9:00am
4795,2020-12-02,England,Chicken Feast,2000,5,0.0,17:58:33.600000,After 9:00am
4796,2021-07-07,France,Veggie Supreme,3000,1,0.05,12:05:45.600000,After 9:00am
4797,2020-01-18,Italy,Hot Pepperoni Feast,4000,3,0.0,13:43:40.800000,After 9:00am
4798,2020-06-25,France,Margarita,4000,1,0.07,15:15:50.400000,After 9:00am
4799,2021-12-19,Italy,Meatzaa,2000,2,0.05,16:48:00,After 9:00am
4800,2020-07-28,France,Veggie Supreme,3000,4,0.03,11:26:52.800000,After 9:00am
4801,2021-01-06,Italy,Beef Suya,3000,1,0.05,14:39:50.400000,After 9:00am
4802,2020-10-06,Spain,BBQ Philly Steak,4000,5,0.0,15:07:12,After 9:00am
4803,2022-01-11,Spain,Italiano,3000,2,0.0,12:21:36,After 9:00am
4804,2021-07-27,France,Chicken Suya,4000,2,0.1,11:45:36,After 9:00am
4805,2022-03-03,France,Hot Veggie,4000,5,0.0,10:55:12,After 9:00am
4806,2021-05-07,Italy,Pepperoni Suya,3000,1,0.05,17:06:43.200000,After 9:00am
4807,2021-05-19,Germany,Italiano,3000,4,0.0,09:59:02.400000,After 9:00am
4808,2020-12-19,Italy,Margarita,4000,5,0.03,17:54:14.400000,After 9:00am
4809,2021-06-03,Spain,Pepperoni Feast,4000,3,0.03,16:32:09.600000,After 9:00am
4810,2021-11-06,Italy,Chicken Feast,2000,3,0.0,09:53:16.800000,After 9:00am
4811,2021-04-17,Spain,Pepperoni Feast,4000,5,0.1,10:46:33.600000,After 9:00am
4812,2022-06-25,Spain,Veggie Supreme,3000,2,0.07,12:01:26.400000,After 9:00am
4813,2020-04-10,Spain,BBQ Philly Steak,4000,1,0.03,13:13:26.400000,After 9:00am
4814,2021-11-28,England,Veggie Supreme,3000,1,0.07,16:09:07.200000,After 9:00am
4815,2020-08-27,France,BBQ Chicken,4000,5,0.05,16:45:07.200000,After 9:00am
4816,2022-01-02,England,Hot Pepperoni Feast,4000,4,0.03,17:00:57.600000,After 9:00am
4817,2021-02-10,Italy,Pepperoni Suya,3000,2,0.0,09:23:02.400000,After 9:00am
4818,2020-07-10,England,Chicken Legend,2000,3,0.0,12:07:12,After 9:00am
4819,2021-02-15,Spain,BBQ Philly Steak,4000,2,0.05,12:01:26.400000,After 9:00am
4820,2021-09-10,Germany,Meatzaa,2000,5,0.0,17:13:55.200000,After 9:00am
4821,2020-01-18,Italy,Margarita,4000,5,0.03,13:53:45.600000,After 9:00am
4822,2020-02-18,Spain,BBQ Chicken,4000,4,0.1,14:25:26.400000,After 9:00am
4823,2020-03-24,France,Chicken Legend,2000,4,0.05,13:12:00,After 9:00am
4824,2020-12-21,Germany,Chicken Bali,2000,2,0.03,16:16:19.200000,After 9:00am
4825,2020-02-11,Italy,Hot Veggie,4000,2,0.05,14:38:24,After 9:00am
4826,2021-04-15,England,BBQ Chicken,4000,4,0.05,12:34:33.600000,After 9:00am
4827,2020-01-02,Italy,Chicken Legend,2000,3,0.1,13:19:12,After 9:00am
